id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,high_education_ind,clm,numclaims,claimcst0
20466,1.42,0.107058374,STNWG,3,F,F,3,hybrid,114,48.0,gray,M,0,weekend,12pm - 6pm,12,660.339668465481,0.0,0,0,0.0
20467,0.53,0.444058975,HBACK,4,F,A,4,dissel,77,76.0,green,S,0,weekday,12am - 6 am,12,661.0624454834624,0.0,0,0,0.0
20468,1.92,0.598607213,SEDAN,2,F,C,3,electric,183,58.0,yellow,M,1,weekday,6am - 12pm,12,646.5557558949132,0.0,0,0,0.0
20469,2.1,0.131064534,STNWG,3,F,A,2,petrol,186,53.0,brown,S,0,weekday,6am - 12pm,6,641.0627461572004,0.0,0,0,0.0
20470,1.24,0.372312921,SEDAN,3,M,E,3,petrol,121,99.0,gray,M,1,weekday,12pm - 6pm,12,667.0302378692584,0.0,0,0,0.0
20471,0.8,0.425238121,HBACK,3,M,A,1,petrol,105,42.0,white,S,1,weekend,6am - 12pm,12,645.2031713292763,0.0,0,0,0.0
20472,1.84,0.454400662,SEDAN,2,F,C,2,petrol,180,77.0,white,M,1,weekday,12pm - 6pm,12,662.0914369865934,0.0,1,1,528.2501381
20473,2.12,0.129600879,HDTOP,2,F,B,4,petrol,218,67.0,white,M,1,weekday,12pm - 6pm,12,641.4930450644521,0.0,0,0,0.0
20474,1.96,0.648151638,HBACK,2,F,C,3,petrol,110,55.0,white,M,1,weekday,6am - 12pm,12,650.1503675636536,0.0,0,0,0.0
20475,2.01,0.1995213525,HBACK,1,M,C,2,petrol,144,80.0,black,M,1,weekend,12pm - 6pm,6,644.5847804409456,0.0,0,0,0.0
20476,0.84,0.375909738,HBACK,3,F,B,2,petrol,110,73.0,gray,S,1,weekend,12pm - 6pm,12,676.6811829981273,0.0,0,0,0.0
20477,1.1,0.57538382,SEDAN,3,F,B,5,petrol,139,11.0,silver,S,0,weekday,6pm - 12am,12,649.2853657033617,0.0,0,0,0.0
20478,2.7,0.1444450825,SEDAN,1,M,B,5,petrol,126,53.0,yellow,S,1,weekday,6am - 12pm,6,644.2649415141587,0.0,0,0,0.0
20479,2.04,0.126953257,SEDAN,1,F,D,4,petrol,171,80.0,gray,M,1,weekday,12pm - 6pm,12,644.7047415324071,0.0,0,0,0.0
20480,1.9,0.906479743,SEDAN,2,F,C,5,hybrid,187,49.0,white,M,1,weekday,6am - 12pm,12,652.3137048591368,1.0,0,0,0.0
20481,4.98,0.401834976,STNWG,2,M,D,5,petrol,160,34.0,black,S,0,weekday,6am - 12pm,12,642.2416030931884,0.0,0,0,0.0
20482,1.68,0.092250682,SEDAN,3,F,C,5,electric,109,91.0,blue,M,1,weekday,12pm - 6pm,6,663.5033161201371,0.0,0,0,0.0
20483,4.22,0.490155065,STNWG,2,F,E,4,petrol,176,96.0,gray,S,1,weekday,12pm - 6pm,12,689.84395988645,0.0,0,0,0.0
20484,0.65,0.2017231995,COUPE,4,F,A,3,petrol,259,76.0,black,M,0,weekday,12pm - 6pm,6,643.503856111395,0.0,0,0,0.0
20485,1.87,0.606247087,HBACK,1,M,C,4,hybrid,75,87.0,white,S,1,weekend,12pm - 6pm,12,645.9647887886548,0.0,0,0,0.0
20486,0.72,0.40541915,HBACK,3,F,A,4,petrol,77,75.0,brown,M,1,weekday,6am - 12pm,12,641.7917232296999,0.0,0,0,0.0
20487,1.39,0.3384433485,HBACK,1,M,F,4,hybrid,136,76.0,black,S,0,weekend,12pm - 6pm,6,644.6601352006686,0.0,0,0,0.0
20488,0.89,0.859743294,UTE,3,M,B,5,petrol,218,80.0,black,M,1,weekday,12pm - 6pm,12,644.3702734779212,0.0,0,0,0.0
20489,0.35,0.257419826,HBACK,4,F,A,4,petrol,105,48.0,yellow,S,1,weekday,6am - 12pm,12,658.6852077457137,0.0,0,0,0.0
20490,3.03,0.0851848375,UTE,1,M,A,3,petrol,184,95.0,gray,M,1,weekday,6am - 12pm,6,648.1911781931859,0.0,0,0,0.0
20491,1.83,0.771154719,HBACK,2,M,C,3,petrol,157,52.0,silver,S,1,weekday,12pm - 6pm,12,639.7188673507067,0.0,0,0,0.0
20492,1.26,0.647672116,STNWG,4,M,B,3,dissel,103,72.0,red,S,0,weekday,6am - 12pm,12,645.2954160487259,0.0,0,0,0.0
20493,0.81,0.26279967,HBACK,3,F,A,4,petrol,87,88.0,white,M,1,weekday,12pm - 6pm,12,636.4151977053311,0.0,0,0,0.0
20494,1.38,0.494365788,HBACK,1,F,B,4,petrol,99,99.0,black,S,1,weekday,6am - 12pm,12,632.2296165457267,0.0,0,0,0.0
20495,2.9,0.423272339,STNWG,3,F,F,3,dissel,131,75.0,silver,S,1,weekend,12pm - 6pm,12,641.6531776426269,0.0,0,0,0.0
20496,1.89,0.756902086,SEDAN,2,F,C,2,petrol,183,99.0,gray,S,1,weekend,6pm - 12am,12,648.0087818251587,0.0,0,0,0.0
20497,3.49,0.815956295,STNWG,3,M,C,1,petrol,151,74.0,brown,S,1,weekday,6pm - 12am,12,679.1633498424196,0.0,0,0,0.0
20498,2.79,0.143419214,STNWG,3,M,D,2,petrol,199,49.0,gray,M,1,weekend,12pm - 6pm,12,646.5583557981399,0.0,0,0,0.0
20499,1.8,0.859046468,HBACK,2,F,B,4,petrol,94,72.0,red,M,1,weekday,12pm - 6pm,12,646.7886181663341,1.0,0,0,0.0
20500,0.89,0.983246863,TRUCK,4,M,C,3,petrol,338,91.0,black,M,1,weekday,6am - 12pm,12,645.978157559054,1.0,0,0,0.0
20501,1.39,0.4623546395,HBACK,1,F,B,6,hybrid,79,93.0,white,S,1,weekday,6pm - 12am,6,647.0598272834571,1.0,0,0,0.0
20502,0.41,0.67598316,SEDAN,4,F,C,6,hybrid,153,1.0,black,M,0,weekday,12pm - 6pm,12,655.2356864668934,0.0,0,0,0.0
20503,3.9,0.65618424,SEDAN,1,F,A,5,petrol,139,84.0,black,M,1,weekday,6am - 12pm,12,654.5818892519615,0.0,0,0,0.0
20504,1.4,0.733171332,HBACK,2,M,A,1,petrol,101,57.0,gray,M,1,weekend,6am - 12pm,12,645.011287867449,0.0,0,0,0.0
20505,0.99,0.401938684,HBACK,3,F,C,3,petrol,80,74.0,silver,M,1,weekday,12pm - 6pm,12,665.711984097161,0.0,0,0,0.0
20506,1.76,0.304359741,HBACK,1,F,D,1,petrol,77,49.0,white,S,0,weekday,6am - 12pm,12,644.6024404266564,0.0,0,0,0.0
20507,0.86,0.016234593,HBACK,3,M,A,4,electric,108,26.0,white,M,0,weekday,6am - 12pm,12,657.3639851217636,0.0,0,0,0.0
20508,1.64,0.339393321,HBACK,2,F,C,6,petrol,104,39.0,green,M,0,weekday,6pm - 12am,12,678.8545524368482,0.0,0,0,0.0
20509,3.8,0.391755299,STNWG,2,F,A,4,dissel,168,98.0,black,M,0,weekday,12pm - 6pm,12,651.3135062782206,0.0,0,0,0.0
20510,2.82,0.620552905,STNWG,2,M,D,3,petrol,191,48.0,red,M,1,weekday,6pm - 12am,12,638.7279621527681,0.0,0,0,0.0
20511,4.28,0.729576502,STNWG,3,F,E,3,petrol,157,56.0,gray,M,1,weekday,6pm - 12am,12,660.7489681211306,0.0,0,0,0.0
20512,4.27,0.914971343,STNWG,2,M,D,1,petrol,208,99.0,gray,S,0,weekend,6am - 12pm,12,637.9892509347552,1.0,0,0,0.0
20513,1.84,0.1453962365,HBACK,2,F,B,2,petrol,79,54.0,white,M,1,weekday,12pm - 6pm,6,643.2643542576932,0.0,0,0,0.0
20514,2.7,0.308172349,SEDAN,2,M,B,5,petrol,153,61.0,gray,M,0,weekday,12pm - 6pm,6,646.0686879333548,0.0,0,0,0.0
20515,1.53,0.1503547675,HBACK,3,M,C,4,hybrid,81,22.0,gray,S,1,weekday,6am - 12pm,6,642.2718243177077,0.0,0,0,0.0
20516,5.02,0.405373338,STNWG,1,F,E,4,dissel,163,57.0,blue,S,1,weekday,12pm - 6pm,12,635.0356778274157,0.0,0,0,0.0
20517,1.39,0.42195879,HBACK,1,F,E,4,petrol,124,74.0,black,S,1,weekday,6am - 12pm,12,641.7510819336559,0.0,0,0,0.0
20518,1.27,0.348263101,HBACK,2,F,C,3,petrol,129,70.0,blue,S,0,weekday,12pm - 6pm,12,649.814209107545,0.0,0,0,0.0
20519,1.58,0.792563249,HBACK,1,M,A,3,petrol,155,96.0,silver,S,1,weekend,6pm - 12am,12,644.8100418610114,0.0,0,0,0.0
20520,0.44,0.499941705,HBACK,4,F,B,2,petrol,94,88.0,black,M,0,weekday,12am - 6 am,12,644.7837505456379,0.0,0,0,0.0
20521,3.34,0.512857049,STNWG,2,F,B,2,petrol,146,70.0,white,S,0,weekday,6am - 12pm,12,649.1749904178229,0.0,0,0,0.0
20522,2.06,0.345969081,HBACK,1,F,C,2,hybrid,103,84.0,gray,M,0,weekday,12am - 6 am,6,653.8940431879855,0.0,0,0,0.0
20523,1.41,0.1502612925,SEDAN,2,F,B,3,petrol,168,76.0,white,M,1,weekday,12pm - 6pm,6,645.4318072785989,0.0,1,1,2177.767487
20524,0.71,0.717358128,HBACK,4,F,A,4,electric,117,79.0,silver,S,1,weekday,6am - 12pm,12,646.1094923472863,0.0,1,1,6607.089607
20525,0.37,0.045934354,PANVN,4,F,E,5,petrol,81,79.0,gray,M,0,weekend,12am - 6 am,12,655.1419607102185,0.0,0,0,0.0
20526,5.99,0.540957189,COUPE,1,M,C,3,petrol,288,67.0,white,S,1,weekday,12pm - 6pm,12,639.5231844675395,0.0,0,0,0.0
20527,2.18,0.348094393,HBACK,1,F,D,6,petrol,122,67.0,white,S,1,weekday,12pm - 6pm,12,640.189935313078,0.0,0,0,0.0
20528,1.28,0.936486285,UTE,3,F,D,6,dissel,231,39.0,silver,M,0,weekday,6am - 12pm,12,642.1091406723701,1.0,0,0,0.0
20529,1.99,0.841114209,HBACK,2,M,A,5,petrol,77,7.0,green,S,1,weekday,12pm - 6pm,12,647.4847494588652,0.0,0,0,0.0
20530,3.43,0.011153689,SEDAN,1,F,D,4,petrol,163,50.0,gray,M,1,weekday,12pm - 6pm,12,651.2065320759717,0.0,0,0,0.0
20531,2.85,0.338549117,SEDAN,4,F,C,4,petrol,106,87.0,white,M,1,weekday,12pm - 6pm,12,655.3245940908487,0.0,0,0,0.0
20532,2.04,0.404723955,HBACK,1,M,C,5,petrol,152,70.0,gray,S,0,weekend,6am - 12pm,12,653.1784995743541,0.0,0,0,0.0
20533,1.38,0.2900620355,SEDAN,3,F,A,5,electric,103,71.0,green,S,0,weekday,12pm - 6pm,6,652.2196684549577,0.0,0,0,0.0
20534,1.12,0.27945371,UTE,4,M,D,4,petrol,188,56.0,blue,S,1,weekend,12pm - 6pm,12,647.861724913139,0.0,0,0,0.0
20535,3.43,0.466360584,STNWG,1,F,B,4,petrol,207,62.0,black,M,1,weekday,6am - 12pm,12,644.1935917384005,0.0,0,0,0.0
20536,0.44,0.2983454885,HBACK,4,M,B,5,petrol,104,29.0,black,S,1,weekday,12pm - 6pm,6,642.2798281300816,0.0,0,0,0.0
20537,0.51,0.1669612915,UTE,4,M,C,6,hybrid,243,85.0,green,M,1,weekday,6am - 12pm,6,635.0109685025194,0.0,0,0,0.0
20538,1.61,0.571200218,SEDAN,3,M,A,5,hybrid,127,78.0,silver,M,0,weekday,6am - 12pm,12,637.9488712814901,0.0,0,0,0.0
20539,0.63,0.392865899,SEDAN,4,F,B,3,petrol,137,68.0,black,M,1,weekend,12pm - 6pm,12,646.336344467381,0.0,0,0,0.0
20540,0.82,0.279301655,STNWG,4,M,D,5,petrol,120,65.0,gray,S,1,weekday,12pm - 6pm,12,648.0996232851928,0.0,0,0,0.0
20541,2.43,0.120519846,UTE,1,M,C,3,petrol,205,99.0,gray,S,0,weekday,12pm - 6pm,12,640.6661876705223,0.0,0,0,0.0
20542,1.4,0.275786808,SEDAN,3,M,B,4,petrol,111,91.0,silver,S,1,weekday,12pm - 6pm,6,644.2331790735145,0.0,0,0,0.0
20543,0.44,0.127654842,HBACK,4,F,A,4,petrol,107,70.0,white,S,1,weekend,6am - 12pm,12,644.0458250947079,0.0,0,0,0.0
20544,4.15,0.4833180845,PANVN,1,M,C,4,dissel,116,99.0,gray,S,1,weekday,6am - 12pm,6,642.556573471913,1.0,0,0,0.0
20545,1.81,0.542601693,SEDAN,2,F,C,5,petrol,136,79.0,black,M,1,weekday,6am - 12pm,12,650.1294104270066,0.0,0,0,0.0
20546,3.66,0.4035268155,UTE,1,M,B,4,dissel,156,56.0,brown,M,0,weekday,6am - 12pm,6,652.9881801732108,0.0,0,0,0.0
20547,0.48,0.048566819,SEDAN,4,M,A,2,petrol,151,39.0,blue,M,0,weekday,6am - 12pm,12,647.0978060350768,0.0,0,0,0.0
20548,1.3,0.4151583345,SEDAN,3,F,A,4,petrol,196,84.0,silver,S,1,weekend,6pm - 12am,6,649.0388572911372,0.0,0,0,0.0
20549,1.75,0.429897494,HBACK,2,F,C,3,petrol,123,40.0,blue,S,1,weekday,12pm - 6pm,6,637.8702973112306,0.0,0,0,0.0
20550,0.93,0.2319496035,HBACK,4,F,B,5,petrol,116,88.0,black,M,0,weekday,6am - 12pm,6,648.4676573847557,0.0,0,0,0.0
20551,0.57,0.1793742735,HBACK,4,F,A,5,petrol,75,99.0,gray,M,1,weekday,12pm - 6pm,6,650.3370141348381,0.0,0,0,0.0
20552,1.65,0.1384875065,HBACK,2,F,C,5,petrol,139,46.0,gray,S,1,weekday,6am - 12pm,6,647.2395118684155,0.0,0,0,0.0
20553,5.66,0.559050731,STNWG,1,F,D,2,dissel,154,99.0,blue,M,1,weekend,6am - 12pm,12,643.7754347207997,0.0,0,0,0.0
20554,1.48,0.567292747,TRUCK,4,F,B,4,dissel,244,96.0,yellow,S,0,weekday,6am - 12pm,12,651.8646046217192,0.0,0,0,0.0
20555,1.4,0.558562341,SEDAN,3,F,D,3,petrol,118,99.0,gray,S,0,weekday,6am - 12pm,12,639.6210305895,0.0,0,0,0.0
20556,0.4,0.317208979,HBACK,4,F,B,4,dissel,101,60.0,blue,S,1,weekday,6am - 12pm,12,647.4896846560727,0.0,0,0,0.0
20557,0.45,0.422022962,HBACK,4,F,B,2,dissel,108,70.0,white,M,0,weekday,6am - 12pm,12,646.1747867691575,0.0,0,0,0.0
20558,1.73,0.2016286715,SEDAN,2,F,C,2,petrol,207,74.0,blue,M,0,weekday,12pm - 6pm,6,640.1162699650275,0.0,0,0,0.0
20559,2.12,0.366770494,HDTOP,3,M,A,2,petrol,297,84.0,gray,S,0,weekday,6am - 12pm,6,643.3493849107042,0.0,0,0,0.0
20560,1.67,0.861896481,HBACK,1,M,A,4,petrol,133,72.0,blue,M,1,weekday,6am - 12pm,12,653.4885993630726,0.0,0,0,0.0
20561,1.43,0.337249107,SEDAN,3,M,C,6,petrol,194,97.0,white,M,1,weekday,12pm - 6pm,12,645.3619142427548,0.0,1,1,2786.724038
20562,1.55,0.229859418,HBACK,2,M,E,6,petrol,133,99.0,gray,M,1,weekend,6am - 12pm,12,655.7237180593114,0.0,0,0,0.0
20563,1.46,0.774747252,HBACK,1,M,C,2,dissel,158,80.0,gray,S,1,weekend,12pm - 6pm,12,637.0181662783364,0.0,0,0,0.0
20564,3.02,0.405512655,STNWG,2,M,E,6,petrol,168,99.0,black,M,0,weekday,12pm - 6pm,12,666.3915986761272,0.0,0,0,0.0
20565,1.34,0.292535832,SEDAN,3,F,C,3,petrol,116,69.0,gray,M,0,weekday,12pm - 6pm,12,644.5162298877477,0.0,0,0,0.0
20566,1.67,0.732291388,STNWG,3,M,A,5,dissel,168,55.0,gray,S,0,weekday,12pm - 6pm,12,642.5976211031885,0.0,0,0,0.0
20567,1.87,0.367355992,HBACK,3,M,B,4,hybrid,85,31.0,gray,S,1,weekday,6am - 12pm,6,627.9560114970374,0.0,0,0,0.0
20568,1.15,0.760904206,HBACK,4,M,B,6,petrol,80,86.0,green,S,0,weekday,6am - 12pm,12,644.8540035910113,0.0,0,0,0.0
20569,1.19,0.705549431,HBACK,2,F,E,1,hybrid,152,71.0,gray,S,1,weekend,6pm - 12am,12,642.1237684434989,0.0,0,0,0.0
20570,1.8,0.759114702,SEDAN,2,M,A,5,petrol,103,81.0,green,S,1,weekday,12pm - 6pm,12,654.9860864950592,0.0,0,0,0.0
20571,2.37,0.280254665,UTE,2,M,C,1,petrol,255,62.0,green,M,1,weekend,6pm - 12am,12,642.7192329102716,0.0,0,0,0.0
20572,2.47,0.242601748,SEDAN,1,M,B,4,petrol,203,57.0,white,M,1,weekday,12pm - 6pm,12,640.16680619494,0.0,0,0,0.0
20573,1.27,0.615891007,HDTOP,4,M,B,2,dissel,264,27.0,green,M,0,weekday,12pm - 6pm,12,648.0737485048809,0.0,0,0,0.0
20574,1.49,0.0583444495,SEDAN,2,F,B,1,hybrid,161,74.0,silver,S,0,weekday,12pm - 6pm,6,642.0357592503545,0.0,0,0,0.0
20575,1.98,0.282843496,STNWG,2,F,C,3,dissel,125,90.0,gray,M,1,weekday,6pm - 12am,12,646.9864790285044,0.0,0,0,0.0
20576,2.29,0.439534548,STNWG,3,M,E,3,petrol,184,85.0,gray,S,1,weekday,6pm - 12am,12,656.8406383768045,0.0,0,0,0.0
20577,1.08,0.144225727,STNWG,3,F,D,2,petrol,188,90.0,white,S,1,weekday,6am - 12pm,12,648.6733470032053,0.0,0,0,0.0
20578,4.68,0.96647336,STNWG,1,F,E,2,petrol,143,63.0,black,M,1,weekday,12pm - 6pm,12,640.8516793123431,1.0,0,0,0.0
20579,4.84,0.446486211,TRUCK,1,M,D,4,dissel,399,69.0,white,S,1,weekday,12pm - 6pm,6,646.1546902098632,0.0,0,0,0.0
20580,1.55,0.447430219,SEDAN,3,F,C,3,petrol,118,80.0,red,M,0,weekday,6am - 12pm,12,642.0012387187198,0.0,0,0,0.0
20581,0.55,0.098215159,SEDAN,4,M,A,4,dissel,146,68.0,white,M,1,weekday,6am - 12pm,12,659.5075548497091,0.0,1,1,33433.16938
20582,0.45,0.569858202,HBACK,4,F,E,4,petrol,106,63.0,white,S,1,weekday,12pm - 6pm,12,642.6141682471089,0.0,0,0,0.0
20583,0.87,0.075141845,STNWG,4,F,D,3,hybrid,102,60.0,green,S,1,weekday,12pm - 6pm,12,646.4439881981255,0.0,0,0,0.0
20584,1.78,0.661751695,SEDAN,2,F,E,2,petrol,192,41.0,silver,M,1,weekday,6am - 12pm,12,661.8577120594106,0.0,0,0,0.0
20585,1.6,0.487937681,SEDAN,2,M,A,2,petrol,112,48.0,gray,M,1,weekday,6pm - 12am,12,648.6925198912048,0.0,0,0,0.0
20586,5.1,0.1939571955,STNWG,1,M,E,5,dissel,146,75.0,green,S,0,weekend,6pm - 12am,6,641.5773763392896,0.0,0,0,0.0
20587,1.88,0.921468669,HBACK,2,M,C,4,petrol,86,71.0,silver,S,1,weekday,6am - 12pm,12,648.1966283762574,1.0,0,0,0.0
20588,0.72,0.569595085,SEDAN,4,F,A,3,petrol,128,56.0,green,M,1,weekend,6am - 12pm,12,638.2231317456011,0.0,0,0,0.0
20589,1.51,0.248387664,MIBUS,4,F,D,3,petrol,158,73.0,blue,S,1,weekday,12pm - 6pm,12,642.7706349456333,0.0,0,0,0.0
20590,0.78,0.963820876,HBACK,3,F,C,4,petrol,148,76.0,brown,M,1,weekday,6am - 12pm,12,645.4084993299274,1.0,0,0,0.0
20591,1.56,0.346610572,STNWG,4,M,C,5,dissel,114,99.0,black,M,1,weekday,6am - 12pm,12,643.2259704111977,0.0,0,0,0.0
20592,1.66,0.673516732,UTE,3,F,A,2,electric,243,43.0,silver,M,0,weekend,6am - 12pm,12,645.5208155515697,0.0,0,0,0.0
20593,0.71,0.233093585,HBACK,4,M,B,3,petrol,96,61.0,green,S,1,weekday,6am - 12pm,12,646.707397081905,0.0,0,0,0.0
20594,0.49,0.23151994,HBACK,4,F,E,6,hybrid,80,87.0,gray,S,0,weekday,12pm - 6pm,12,645.4426203254153,0.0,0,0,0.0
20595,0.86,0.637606519,HBACK,3,M,A,4,hybrid,128,66.0,white,S,1,weekend,12pm - 6pm,12,644.3405654520434,0.0,0,0,0.0
20596,1.62,0.813461204,STNWG,4,F,F,2,petrol,157,54.0,black,M,1,weekend,6pm - 12am,12,643.9826563340486,0.0,1,1,1984.098576
20597,4.4,0.125474725,SEDAN,4,M,A,3,petrol,155,74.0,black,M,1,weekday,12am - 6 am,12,647.8990276781163,0.0,0,0,0.0
20598,1.89,0.2096942595,SEDAN,3,F,B,4,petrol,163,99.0,blue,M,0,weekday,6am - 12pm,6,656.211918304402,0.0,0,0,0.0
20599,1.93,0.666916009,SEDAN,2,F,A,4,hybrid,203,39.0,black,S,0,weekday,6am - 12pm,12,636.3033337507557,0.0,0,0,0.0
20600,1.32,0.436092965,HBACK,3,F,A,5,petrol,95,15.0,blue,M,1,weekday,6am - 12pm,12,648.1216577033676,0.0,0,0,0.0
20601,0.97,0.254815199,TRUCK,3,M,C,3,dissel,246,77.0,blue,M,0,weekday,6pm - 12am,12,648.7305617009894,0.0,0,0,0.0
20602,2.22,0.488631592,STNWG,3,F,D,3,dissel,104,85.0,gray,M,1,weekday,6am - 12pm,12,643.9051293954617,0.0,1,1,2661.129081
20603,1.69,0.673112062,HBACK,4,M,E,4,petrol,117,90.0,gray,S,0,weekday,6am - 12pm,12,669.3387688419393,0.0,0,0,0.0
20604,3.85,0.396415927,UTE,1,F,D,4,dissel,234,29.0,blue,S,1,weekday,6pm - 12am,12,647.3081241178324,0.0,0,0,0.0
20605,1.99,0.873579316,SEDAN,2,F,A,4,electric,154,98.0,gray,M,1,weekday,12pm - 6pm,12,657.8971347315393,0.0,0,0,0.0
20606,1.22,0.234572754,STNWG,4,F,F,1,petrol,183,98.0,black,S,0,weekday,6am - 12pm,12,646.894977914137,0.0,0,0,0.0
20607,1.76,0.067806717,HBACK,1,M,A,5,petrol,140,44.0,silver,S,1,weekday,6am - 12pm,6,637.8121286050005,0.0,0,0,0.0
20608,1.07,0.164760183,HBACK,3,F,A,4,petrol,107,57.0,black,M,0,weekend,6am - 12pm,6,646.902321387516,0.0,0,0,0.0
20609,0.59,0.214360697,HBACK,4,F,C,1,petrol,84,92.0,white,M,0,weekday,12pm - 6pm,12,657.6499580587639,0.0,0,0,0.0
20610,2.06,0.359488273,HBACK,1,F,B,4,petrol,73,76.0,red,S,1,weekend,12pm - 6pm,12,648.3384905188311,0.0,0,0,0.0
20611,2.9,0.115819651,STNWG,1,M,E,4,petrol,201,61.0,gray,M,1,weekday,12pm - 6pm,12,668.3986464840864,0.0,0,0,0.0
20612,0.45,0.3821809975,TRUCK,4,M,D,5,dissel,372,30.0,gray,S,0,weekend,12pm - 6pm,6,643.0122079945738,0.0,0,0,0.0
20613,1.61,0.739237356,SEDAN,2,F,A,4,petrol,120,74.0,black,M,1,weekday,12pm - 6pm,12,641.7942008098133,0.0,0,0,0.0
20614,1.29,0.3556741565,SEDAN,3,F,A,3,petrol,134,88.0,white,S,1,weekday,6am - 12pm,6,646.1934222568482,0.0,0,0,0.0
20615,0.71,0.191945956,SEDAN,4,M,B,5,hybrid,117,91.0,silver,M,0,weekday,12am - 6 am,12,641.2667449176172,0.0,0,0,0.0
20616,3.53,0.121452747,STNWG,2,M,E,4,petrol,144,44.0,silver,M,1,weekday,12pm - 6pm,12,650.0550534299979,0.0,0,0,0.0
20617,0.83,0.50068941,HBACK,3,F,B,3,petrol,94,58.0,black,M,0,weekday,12pm - 6pm,12,656.8954149715731,0.0,0,0,0.0
20618,2.12,0.81243191,STNWG,4,F,C,3,petrol,123,86.0,silver,S,1,weekday,6pm - 12am,12,634.5211988695647,0.0,1,1,474.5091294
20619,1.48,0.226765679,HBACK,3,M,C,1,hybrid,130,72.0,brown,M,0,weekday,6am - 12pm,12,628.8808933567568,0.0,0,0,0.0
20620,1.85,0.480241906,SEDAN,2,M,C,5,petrol,102,41.0,red,M,1,weekday,12pm - 6pm,12,642.6330632503489,0.0,0,0,0.0
20621,2.12,0.295634357,STNWG,3,F,E,2,petrol,115,99.0,black,M,0,weekday,6pm - 12am,12,643.6197235092786,0.0,0,0,0.0
20622,1.28,0.612682527,STNWG,3,F,E,3,petrol,129,76.0,black,S,0,weekday,12pm - 6pm,12,651.6395499880913,0.0,0,0,0.0
20623,4.47,0.1035992995,STNWG,1,M,D,5,petrol,111,63.0,yellow,S,1,weekday,6am - 12pm,6,664.4694000682424,0.0,0,0,0.0
20624,0.74,0.0682267515,HBACK,4,F,D,5,hybrid,92,52.0,white,M,1,weekday,6am - 12pm,6,661.8385686774637,0.0,0,0,0.0
20625,4.24,0.1747837485,STNWG,2,M,A,4,hybrid,176,55.0,brown,S,0,weekday,12am - 6 am,6,642.9472442428457,0.0,0,0,0.0
20626,3.16,0.119554717,STNWG,2,M,C,5,dissel,145,94.0,red,M,1,weekday,6am - 12pm,12,648.5124634566138,0.0,0,0,0.0
20627,4.7,0.299299731,STNWG,2,F,C,4,dissel,134,75.0,white,S,1,weekday,12pm - 6pm,6,645.8125320696065,0.0,0,0,0.0
20628,3.77,0.192253848,UTE,1,M,D,1,petrol,199,41.0,brown,S,1,weekday,6am - 12pm,6,645.9739195863309,0.0,0,0,0.0
20629,15.46,0.433082025,SEDAN,1,F,A,3,hybrid,186,77.0,black,S,1,weekday,6am - 12pm,12,642.0089724917392,0.0,0,0,0.0
20630,2.04,0.626370863,TRUCK,1,M,A,4,petrol,224,59.0,gray,M,1,weekend,12pm - 6pm,12,646.1070124938936,0.0,0,0,0.0
20631,1.83,0.143579131,HBACK,2,F,C,2,petrol,153,93.0,gray,M,1,weekday,6am - 12pm,12,679.6585664609389,0.0,0,0,0.0
20632,3.79,0.226366517,STNWG,2,F,C,2,petrol,194,95.0,gray,S,1,weekday,6pm - 12am,12,637.7792176071785,0.0,0,0,0.0
20633,2.07,0.523972605,HBACK,1,M,C,4,dissel,116,40.0,green,S,1,weekend,12pm - 6pm,12,656.4689394447488,0.0,0,0,0.0
20634,2.28,0.136204621,HBACK,3,F,C,4,petrol,131,74.0,green,S,1,weekend,12pm - 6pm,12,644.4641572960768,0.0,0,0,0.0
20635,1.19,0.559561687,STNWG,4,F,E,4,dissel,155,32.0,silver,S,0,weekday,12pm - 6pm,12,646.0431152248789,0.0,0,0,0.0
20636,0.61,0.938075257,UTE,4,F,B,3,petrol,223,65.0,brown,M,1,weekday,6am - 12pm,12,661.1419031154782,1.0,0,0,0.0
20637,4.82,0.646501462,STNWG,1,M,A,1,dissel,193,92.0,gray,M,1,weekday,6am - 12pm,12,658.212581258921,0.0,0,0,0.0
20638,1.53,0.073933953,SEDAN,2,M,C,1,petrol,109,67.0,green,S,1,weekday,6am - 12pm,12,648.4089609982425,0.0,0,0,0.0
20639,2.82,0.597701848,STNWG,3,M,C,5,dissel,180,70.0,black,S,0,weekday,6am - 12pm,12,640.6464580546647,0.0,1,1,206.3898928
20640,0.66,0.229526636,COUPE,4,F,C,5,dissel,194,86.0,white,M,0,weekday,6am - 12pm,6,646.9642796136849,0.0,0,0,0.0
20641,0.64,0.614676982,STNWG,4,M,C,3,dissel,121,93.0,black,M,1,weekend,6pm - 12am,12,643.2608981236779,0.0,0,0,0.0
20642,1.7,0.289475852,MIBUS,4,M,B,3,petrol,233,79.0,red,S,1,weekend,12pm - 6pm,12,646.9588718113596,0.0,0,0,0.0
20643,2.84,0.698006349,STNWG,3,F,C,4,petrol,183,78.0,white,S,1,weekday,6pm - 12am,12,644.6518122668733,0.0,0,0,0.0
20644,0.77,0.213728562,SEDAN,4,M,A,5,petrol,164,46.0,silver,S,1,weekend,6pm - 12am,12,644.2196331958089,0.0,0,0,0.0
