id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,engine_type,max_power,driving_history_score,veh_color,marital_status,e_bill,time_of_week_driven,time_driven,trm_len,credit_score,high_education_ind
16500,0.76,0.580828513,STNWG,4,M,C,2,petrol,112,56,gray,S,1,weekday,12pm - 6pm,12,644.0779204,0
16501,2.93,0.757441336,STNWG,1,F,C,5,petrol,159,68,silver,S,1,weekday,12pm - 6pm,12,642.7084534,0
16502,0.36,0.269563707,SEDAN,4,M,D,4,electric,118,99,white,M,1,weekend,12pm - 6pm,6,642.608151,0
16503,4.71,0.931640739,STNWG,3,M,A,6,dissel,183,70,green,M,1,weekday,6am - 12pm,12,642.1490318,1
16504,2.57,0.265366433,UTE,3,M,D,4,petrol,224,29,white,M,1,weekend,12pm - 6pm,12,655.3371532,0
16505,1.18,0.308753372,HBACK,3,F,A,1,petrol,120,72,brown,M,1,weekend,12pm - 6pm,6,645.0525724,0
16506,3.38,0.981719538,SEDAN,1,F,C,4,petrol,138,93,black,M,1,weekday,12pm - 6pm,12,638.4734893,1
16507,1.62,0.109380653,UTE,3,F,D,5,petrol,178,80,gray,S,1,weekend,12pm - 6pm,6,632.7161037,0
16508,0.46,0.16300405,HBACK,4,M,C,3,petrol,80,98,gray,S,1,weekday,6pm - 12am,12,634.5882069,0
16509,1.66,0.921504503,SEDAN,2,F,C,5,electric,131,88,black,M,1,weekday,6am - 12pm,12,660.2811874,1
16510,1.83,0.31991185,SEDAN,2,F,C,1,electric,184,62,white,M,0,weekday,12pm - 6pm,6,649.8720385,0
16511,2.29,0.866469062,SEDAN,2,M,B,6,petrol,102,85,brown,M,0,weekday,6am - 12pm,12,646.4494751,0
16512,1.99,0.127238522,HBACK,2,M,C,5,petrol,127,38,silver,M,0,weekday,6am - 12pm,12,652.1594965,0
16513,2.06,0.996679257,HBACK,2,M,A,2,petrol,132,41,gray,S,0,weekday,6pm - 12am,12,640.1350252,1
16514,1.48,0.563816604,UTE,2,M,B,5,electric,218,75,yellow,S,1,weekday,6am - 12pm,12,650.5977237,0
16515,0.99,0.689140087,HBACK,3,M,C,4,petrol,116,61,gray,S,0,weekday,12pm - 6pm,12,642.1787265,0
16516,1.73,0.474892388,SEDAN,2,F,A,3,petrol,127,76,blue,S,0,weekday,12pm - 6pm,12,646.2892077,0
16517,1.9,0.499115115,SEDAN,2,F,C,2,electric,173,43,black,S,1,weekday,12pm - 6pm,12,644.4378127,0
16518,1.31,0.52416271,SEDAN,4,F,E,1,dissel,157,74,black,S,1,weekday,6pm - 12am,12,656.5512283,0
16519,1.69,0.311847921,HBACK,1,M,C,4,petrol,109,80,gray,S,0,weekend,6pm - 12am,6,657.5790911,0
16520,1.19,0.363450359,HBACK,2,F,E,4,petrol,139,86,gray,M,1,weekday,6pm - 12am,12,644.059438,0
16521,1.12,0.845873977,UTE,4,M,C,1,petrol,184,92,gray,S,1,weekday,6am - 12pm,12,651.3603957,0
16522,0.67,0.768843885,STNWG,4,M,D,3,petrol,192,36,white,M,0,weekend,6pm - 12am,12,641.5615095,0
16523,2.42,0.925102013,HDTOP,3,F,C,2,electric,259,61,gray,M,0,weekday,6am - 12pm,12,647.5944201,1
16524,4.26,0.042932988,STNWG,3,F,A,2,petrol,107,77,brown,M,1,weekday,6am - 12pm,6,658.7628882,0
16525,0.38,0.117863566,HBACK,4,M,B,6,petrol,82,99,brown,M,0,weekday,12am - 6 am,6,642.2973509,0
16526,1.8,0.629888568,SEDAN,3,M,C,2,petrol,196,71,silver,S,1,weekday,12pm - 6pm,12,654.2492006,0
16527,1.9,0.186266185,HBACK,2,F,A,5,petrol,141,56,black,S,1,weekend,6am - 12pm,12,651.4781442,0
16528,0.85,0.16766823,HBACK,4,F,C,4,dissel,134,46,brown,S,0,weekday,12pm - 6pm,6,638.102235,0
16529,1.64,0.367842143,HBACK,3,F,A,3,electric,127,35,blue,M,0,weekday,6am - 12pm,6,648.1483563,0
16530,2.24,0.461252361,HDTOP,3,M,E,5,petrol,288,93,brown,S,0,weekday,6pm - 12am,12,644.529608,0
16531,1.97,0.248025063,STNWG,3,F,C,3,hybrid,134,99,gray,S,1,weekday,12pm - 6pm,12,633.5604459,0
16532,1.03,0.210995667,SEDAN,3,F,B,1,dissel,164,34,silver,M,0,weekday,6am - 12pm,12,646.3866668,0
16533,1.71,0.439863651,STNWG,4,M,F,4,dissel,143,56,gray,S,1,weekday,12pm - 6pm,12,643.4225219,0
16534,1.77,0.327394924,SEDAN,2,F,A,4,petrol,167,82,white,M,1,weekday,12pm - 6pm,12,650.2680451,0
16535,0.84,0.63292009,STNWG,4,M,D,5,dissel,187,62,yellow,S,1,weekday,12pm - 6pm,12,642.3408826,0
16536,1,0.270124929,HBACK,3,M,C,5,petrol,122,81,green,M,1,weekday,12am - 6 am,12,677.7081304,0
16537,1.8,0.18040122,HBACK,1,F,A,5,petrol,111,48,gray,M,1,weekday,12pm - 6pm,12,671.683174,0
16538,2.03,0.494760223,SEDAN,3,M,A,3,electric,157,99,gray,S,0,weekend,6am - 12pm,12,642.4686244,0
16539,2.68,0.470925858,SEDAN,1,F,C,4,petrol,141,95,white,S,1,weekday,6am - 12pm,6,657.7332112,1
16540,0.56,0.314764326,HBACK,4,M,D,4,petrol,77,47,yellow,M,0,weekday,12am - 6 am,12,651.3261861,0
16541,1.4,0.46863732,HBACK,1,M,A,3,petrol,120,54,black,M,0,weekday,12pm - 6pm,6,651.6997796,1
16542,1.36,0.019063682,MIBUS,4,F,C,4,dissel,272,11,green,M,1,weekday,12pm - 6pm,6,646.7792359,0
16543,1.4,0.101507405,HBACK,1,F,C,4,electric,70,86,red,M,1,weekday,6am - 12pm,12,646.4071785,0
16544,0.83,0.46064551,HBACK,3,M,C,1,dissel,86,74,black,S,1,weekday,12pm - 6pm,12,653.078749,0
16545,1.17,0.93505311,SEDAN,3,M,A,2,electric,123,90,gray,M,1,weekday,12pm - 6pm,12,653.7477186,1
16546,1.93,0.255843254,SEDAN,1,F,C,4,petrol,184,75,black,M,1,weekday,6am - 12pm,6,640.7591284,0
16547,1.93,0.371931875,HBACK,3,M,B,6,hybrid,100,74,gray,M,1,weekday,12am - 6 am,12,645.5018586,0
16548,1.25,0.165354475,HBACK,4,F,C,1,petrol,146,76,white,S,0,weekday,12pm - 6pm,6,637.7930394,0
16549,0.43,0.809527231,HBACK,4,F,A,6,petrol,80,79,gray,M,1,weekday,12pm - 6pm,12,652.4317405,0
16550,1.33,0.118688672,HBACK,1,F,C,2,electric,73,87,silver,M,1,weekend,6pm - 12am,6,653.436922,0
16551,3.69,0.140232361,STNWG,2,F,B,5,petrol,202,75,gray,S,1,weekday,6am - 12pm,6,661.8567468,0
16552,1.44,0.155974441,HBACK,1,F,C,2,petrol,142,39,gray,M,1,weekday,6am - 12pm,12,640.7061033,0
16553,2.4,0.187201625,SEDAN,1,M,A,1,hybrid,124,42,green,S,1,weekday,6am - 12pm,12,660.8421083,0
16554,1.37,0.077973617,HBACK,2,F,A,3,petrol,88,92,white,M,1,weekday,6am - 12pm,6,676.7498955,0
16555,1.63,0.46389937,HBACK,3,F,B,6,petrol,137,63,red,S,1,weekday,12pm - 6pm,12,641.881761,0
16556,0.66,0.909324162,STNWG,4,M,C,6,dissel,196,65,brown,M,1,weekday,12am - 6 am,12,649.3276525,1
16557,1.36,0.639322167,SEDAN,3,F,D,4,petrol,199,51,blue,M,1,weekday,6pm - 12am,12,645.0975623,0
16558,1.65,0.832675324,SEDAN,2,F,A,2,petrol,192,94,green,M,1,weekend,6am - 12pm,12,645.7404414,0
16559,1.45,0.18007255,SEDAN,3,M,C,5,petrol,160,65,gray,M,1,weekday,12pm - 6pm,6,644.8499995,0
16560,3.52,0.942985636,STNWG,3,M,F,2,petrol,149,82,black,M,1,weekday,6am - 12pm,12,640.4827397,1
16561,1.05,0.650980114,SEDAN,3,F,C,1,hybrid,187,51,black,M,0,weekday,12pm - 6pm,12,659.8882598,0
16562,1.7,0.604800358,SEDAN,1,M,A,6,petrol,142,97,gray,S,1,weekday,6am - 12pm,12,654.0630588,0
16563,3.13,0.685734385,TRUCK,3,M,D,1,dissel,229,56,silver,M,1,weekday,6am - 12pm,12,646.9657697,0
16564,1.93,0.126640384,STNWG,3,F,C,4,petrol,115,58,red,S,1,weekday,6pm - 12am,6,649.4450544,0
16565,1.55,0.1056174,SEDAN,4,M,C,6,petrol,145,63,red,M,1,weekday,6am - 12pm,12,645.0750292,0
16566,1,0.391645109,SEDAN,3,F,A,5,petrol,148,76,silver,S,1,weekend,12pm - 6pm,12,649.3316272,0
16567,1.19,0.249501107,HBACK,2,F,B,2,petrol,150,85,silver,S,1,weekday,6am - 12pm,12,641.8302672,0
16568,2.07,0.39441191,STNWG,3,M,C,4,petrol,195,88,gray,M,1,weekend,6am - 12pm,12,643.8549697,0
16569,0.93,0.48081947,HBACK,3,F,C,5,petrol,76,29,red,S,1,weekday,12pm - 6pm,6,648.9508551,1
16570,3.54,0.415058637,STNWG,2,M,D,5,dissel,131,84,black,S,1,weekday,12pm - 6pm,12,646.9641218,0
16571,4.88,0.159808838,STNWG,2,M,C,2,dissel,117,91,white,M,0,weekend,6am - 12pm,12,641.5271643,0
16572,0.88,0.200347089,HBACK,3,M,A,5,petrol,139,55,white,M,1,weekday,6am - 12pm,6,651.0799827,0
16573,1.19,0.348536943,SEDAN,4,F,A,5,electric,140,64,white,S,0,weekday,6am - 12pm,12,658.2209144,0
16574,1.36,0.354466161,HBACK,1,F,B,4,petrol,97,75,brown,M,1,weekday,12pm - 6pm,12,666.8757491,0
16575,2.5,0.146223917,SEDAN,1,F,C,4,petrol,180,62,blue,M,1,weekday,12pm - 6pm,12,635.0859171,0
16576,0.33,0.235514019,HBACK,4,F,B,3,electric,139,86,silver,M,0,weekday,12am - 6 am,12,642.1355992,0
16577,0.75,0.288117651,SEDAN,4,M,B,1,petrol,145,91,blue,M,1,weekday,12pm - 6pm,12,648.695987,0
16578,2.58,0.035945775,SEDAN,2,M,B,4,electric,163,26,silver,M,0,weekday,6pm - 12am,12,654.5855681,0
16579,2.04,0.498302786,HBACK,1,F,C,6,petrol,115,25,black,M,1,weekday,12pm - 6pm,6,642.8215234,1
16580,0.79,0.714580979,SEDAN,4,F,B,3,petrol,148,91,gray,M,1,weekday,12pm - 6pm,12,648.6033338,0
16581,0.9,0.202813679,HBACK,3,F,C,4,petrol,82,91,black,S,1,weekday,12pm - 6pm,12,659.625238,0
16582,3.84,0.046196881,STNWG,3,M,E,3,dissel,150,94,silver,M,1,weekday,6am - 12pm,6,646.8771569,0
16583,1.45,0.464450817,UTE,3,M,B,4,dissel,259,43,red,M,1,weekday,6am - 12pm,12,642.1174894,0
16584,1.49,0.316672999,HBACK,3,F,E,2,petrol,83,90,red,M,1,weekday,12pm - 6pm,6,683.4655996,0
16585,3.88,0.750436029,UTE,2,M,C,4,petrol,206,58,gray,M,1,weekday,6am - 12pm,12,637.4866468,0
16586,1.11,0.253916128,UTE,4,M,B,1,petrol,210,99,black,S,0,weekday,12pm - 6pm,12,651.9471153,0
16587,1.95,0.837109549,HBACK,1,F,C,5,petrol,157,52,blue,S,1,weekday,6am - 12pm,12,642.8427822,0
16588,1.36,0.509690168,SEDAN,3,M,C,1,petrol,199,71,black,S,0,weekday,12pm - 6pm,12,667.7398938,0
16589,0.6,0.506029601,SEDAN,4,F,D,5,dissel,187,67,white,S,1,weekday,6am - 12pm,12,647.6522929,0
16590,3.12,0.413347029,UTE,3,M,E,3,dissel,226,73,white,S,0,weekday,6pm - 12am,6,642.0060173,0
16591,0.83,0.951464502,HBACK,4,F,A,2,electric,104,65,white,M,1,weekend,6am - 12pm,12,649.3246955,1
16592,1.41,0.115507516,SEDAN,3,F,A,1,petrol,187,99,green,S,1,weekday,12am - 6 am,6,646.220309,0
16593,1.18,0.056496127,STNWG,4,M,C,3,petrol,111,99,black,M,0,weekend,12pm - 6pm,6,658.0309419,0
16594,0.81,0.106053296,STNWG,4,M,B,4,dissel,159,93,silver,S,1,weekday,6am - 12pm,12,643.0073175,0
16595,1.89,0.311728051,HBACK,1,M,C,2,electric,77,98,blue,M,0,weekend,6am - 12pm,6,642.5837204,0
16596,1.98,0.57733686,STNWG,4,F,A,4,dissel,141,90,white,S,1,weekend,12am - 6 am,12,639.9046386,0
16597,1.75,0.606255637,HBACK,2,F,A,5,petrol,108,54,gray,S,1,weekday,12pm - 6pm,12,645.3665369,0
16598,1.07,0.053633407,PANVN,4,M,C,5,petrol,90,99,green,M,0,weekday,12pm - 6pm,12,651.5444801,0
16599,1.84,0.868004512,SEDAN,2,F,A,2,petrol,103,49,brown,S,0,weekday,6am - 12pm,12,640.6116035,0
16600,0.89,0.778966342,SEDAN,3,F,C,5,petrol,171,58,silver,S,0,weekday,6am - 12pm,12,639.9070008,0
16601,2.07,0.369151948,SEDAN,1,F,B,4,petrol,185,74,gray,M,1,weekday,12pm - 6pm,12,648.6257064,0
16602,2.19,0.255049542,SEDAN,1,F,A,3,petrol,125,70,green,M,1,weekday,6pm - 12am,12,653.0481655,0
16603,0.81,0.32727129,MIBUS,4,M,C,6,dissel,244,83,blue,M,0,weekday,6pm - 12am,6,647.936089,0
16604,2.01,0.362240976,SEDAN,3,M,E,6,petrol,176,74,blue,M,0,weekend,12pm - 6pm,12,648.797834,0
16605,4.46,0.942934192,STNWG,1,F,A,3,hybrid,113,68,black,S,0,weekday,12pm - 6pm,12,662.3853133,1
16606,2.03,0.18380827,STNWG,4,M,D,1,petrol,131,73,white,M,1,weekday,6am - 12pm,6,652.7747496,0
16607,0.92,0.839770891,HBACK,3,F,C,4,petrol,83,77,green,M,1,weekday,6pm - 12am,12,658.8758048,0
16608,1.92,0.358331555,SEDAN,2,M,E,4,petrol,171,35,brown,M,0,weekend,12pm - 6pm,12,653.7599641,0
16609,1.42,0.328123393,HBACK,1,M,B,4,petrol,123,82,gray,S,1,weekday,6am - 12pm,12,649.7680471,0
16610,1.61,0.602937146,SEDAN,3,F,A,5,petrol,107,72,gray,S,0,weekday,6am - 12pm,12,639.0585449,0
16611,1.38,0.671315324,SEDAN,3,M,A,6,electric,132,96,gray,S,1,weekday,12pm - 6pm,12,669.5467403,0
16612,0.49,0.126803957,HBACK,4,F,C,2,petrol,79,60,black,S,0,weekday,12pm - 6pm,12,646.1728977,0
16613,1.31,0.916565414,SEDAN,4,F,B,3,petrol,147,74,black,M,1,weekday,12pm - 6pm,12,648.3758933,1
16614,4.31,0.466735023,STNWG,2,M,F,2,petrol,184,63,green,S,1,weekday,12pm - 6pm,12,646.5645118,0
16615,1.43,0.83196005,HBACK,1,F,A,3,hybrid,75,50,white,M,1,weekend,6am - 12pm,12,648.3110684,0
16616,1.71,0.900445004,SEDAN,3,M,A,5,hybrid,123,90,black,M,0,weekday,6am - 12pm,12,660.5109121,1
16617,1.34,0.482049107,HBACK,1,F,C,5,petrol,140,67,silver,M,0,weekday,6pm - 12am,6,644.9627288,1
16618,0.84,0.783565114,COUPE,4,M,D,1,electric,252,85,black,S,1,weekend,12pm - 6pm,12,642.5742378,0
16619,1.89,0.20159199,SEDAN,2,M,B,4,hybrid,194,85,white,S,1,weekday,12pm - 6pm,12,637.5404316,0
16620,3.87,0.612492724,SEDAN,4,F,A,5,petrol,158,74,red,M,1,weekday,6am - 12pm,12,641.7867602,0
16621,1.1,0.142110041,TRUCK,4,M,A,1,dissel,306,99,white,M,0,weekday,6am - 12pm,6,666.4039536,0
16622,4.58,0.570161381,STNWG,2,M,F,2,petrol,164,51,brown,M,1,weekend,12pm - 6pm,12,648.609982,0
16623,1.57,0.686527373,SEDAN,3,M,A,3,petrol,136,69,brown,M,1,weekend,12pm - 6pm,12,654.06079,0
16624,1.54,0.028598259,HBACK,2,F,A,3,petrol,83,67,white,S,1,weekday,6pm - 12am,12,641.1911837,0
16625,1.75,0.155358009,HBACK,2,M,C,2,petrol,124,27,silver,S,0,weekend,6am - 12pm,12,652.01787,0
16626,1.7,0.137564137,SEDAN,3,F,B,1,petrol,106,86,blue,M,1,weekday,12pm - 6pm,12,645.8652301,0
16627,2.97,0.346681313,SEDAN,1,M,C,3,petrol,175,68,green,M,1,weekday,12am - 6 am,12,644.556415,0
16628,4.21,0.62879442,STNWG,2,F,E,4,petrol,185,71,silver,S,1,weekday,12pm - 6pm,12,650.3256369,0
16629,3.33,0.545856705,STNWG,3,M,E,2,petrol,196,81,blue,S,0,weekday,6am - 12pm,12,653.8312441,0
16630,2.36,0.256833229,STNWG,3,M,F,4,petrol,148,56,yellow,S,1,weekday,6pm - 12am,6,645.0016084,0
16631,1.43,0.183434409,HBACK,3,F,B,6,petrol,88,79,blue,M,0,weekday,6am - 12pm,12,655.3843049,0
16632,1.18,0.194602131,SEDAN,3,M,A,4,electric,115,49,white,S,0,weekend,12pm - 6pm,6,653.398338,0
16633,1.12,0.146374396,SEDAN,3,F,C,3,petrol,175,71,gray,M,0,weekday,6am - 12pm,12,643.4023633,0
16634,1.35,0.254400343,HBACK,2,M,E,4,electric,138,80,black,S,1,weekday,6am - 12pm,12,626.8315026,0
16635,1.74,0.231748129,SEDAN,2,F,C,6,dissel,137,80,gray,M,1,weekday,12pm - 6pm,12,649.0115552,0
16636,3.08,0.339769515,STNWG,3,M,F,3,petrol,181,96,white,S,1,weekday,6am - 12pm,6,662.7803656,0
16637,1.06,0.212019892,UTE,4,M,C,2,electric,201,88,gray,S,0,weekday,12pm - 6pm,12,656.1760832,0
16638,2.25,0.713022975,SEDAN,1,F,C,6,petrol,175,28,gray,M,1,weekday,12pm - 6pm,12,666.5857394,0
16639,2.35,0.153370867,SEDAN,3,F,C,4,petrol,167,55,red,S,1,weekday,12pm - 6pm,12,672.1475624,0
16640,1.87,0.474376885,SEDAN,2,F,D,5,petrol,194,49,gray,S,0,weekend,12pm - 6pm,6,646.3761266,1
16641,1.23,0.213575623,HBACK,2,F,B,2,hybrid,107,50,blue,M,1,weekday,12pm - 6pm,6,641.563536,0
16642,1.61,0.219304647,HBACK,1,F,E,3,petrol,121,52,gray,S,1,weekday,12pm - 6pm,6,632.5534858,0
16643,1.4,0.726094319,HBACK,1,M,E,3,petrol,93,83,gray,S,1,weekday,6pm - 12am,12,649.4508587,0
16644,3.71,0.368417096,UTE,1,M,B,3,petrol,286,75,white,M,1,weekday,12am - 6 am,12,649.0570381,0
16645,0.48,0.836477605,HBACK,4,F,D,6,hybrid,117,70,gray,M,1,weekday,6am - 12pm,12,645.9646281,0
16646,1.83,0.184251717,HBACK,1,F,C,5,dissel,133,75,white,S,1,weekday,6pm - 12am,12,636.031755,0
16647,5.35,0.312766435,STNWG,1,M,A,3,petrol,142,79,white,S,1,weekend,12pm - 6pm,12,652.068443,0
16648,4.85,0.532008695,STNWG,2,F,A,2,dissel,192,61,blue,S,1,weekday,6am - 12pm,12,639.5157932,0
16649,1.81,0.448681339,SEDAN,2,M,A,6,petrol,179,60,gray,S,1,weekday,6pm - 12am,12,650.2780401,0
16650,1.39,0.999375581,HBACK,2,M,B,5,electric,122,68,black,S,1,weekday,12pm - 6pm,12,673.2989305,1
16651,1.47,0.434034837,HBACK,2,F,B,4,petrol,82,44,white,M,1,weekday,12pm - 6pm,12,633.1264979,0
16652,1.75,0.236220905,SEDAN,2,F,C,3,petrol,207,47,green,S,1,weekday,12pm - 6pm,12,655.1326554,0
16653,5.48,0.159307985,STNWG,2,M,E,6,hybrid,121,99,gray,S,1,weekend,12pm - 6pm,6,667.7104096,0
16654,1.44,0.613585799,HBACK,2,F,B,2,dissel,148,45,white,S,1,weekday,12pm - 6pm,12,654.037553,0
16655,0.9,0.159589941,HBACK,3,F,E,6,petrol,116,65,white,S,1,weekday,6am - 12pm,6,652.0906861,0
16656,4.63,0.501246189,STNWG,2,F,A,3,hybrid,180,43,white,M,1,weekday,6pm - 12am,12,640.6440877,0
16657,4.3,0.195678575,STNWG,2,M,A,3,petrol,185,44,gray,M,1,weekday,6am - 12pm,6,653.722223,0
16658,1.97,0.309027216,STNWG,3,F,C,3,dissel,162,89,brown,M,0,weekend,6am - 12pm,6,643.7385154,0
16659,1.05,0.203989897,HBACK,2,F,A,5,petrol,144,65,red,M,0,weekday,6am - 12pm,12,644.5378546,0
16660,0.46,0.490284569,HBACK,4,M,C,3,hybrid,143,59,black,M,0,weekday,12pm - 6pm,12,642.8725021,0
16661,1.45,0.095232196,SEDAN,3,F,C,4,petrol,149,99,black,M,0,weekday,12pm - 6pm,12,645.0663871,0
16662,1.82,0.101710139,SEDAN,3,M,C,6,petrol,164,97,silver,M,1,weekday,12pm - 6pm,6,653.6476554,0
16663,3.12,0.187036684,HDTOP,1,F,B,4,petrol,240,79,green,M,1,weekend,6am - 12pm,12,642.8293388,0
16664,1.28,0.108400649,STNWG,4,M,D,5,petrol,189,75,black,S,0,weekend,12pm - 6pm,12,649.6625938,0
16665,1.67,0.124967559,PANVN,3,F,A,3,hybrid,81,47,blue,S,1,weekday,6pm - 12am,6,649.9610747,0
16666,2.44,0.221401974,STNWG,2,F,C,2,dissel,104,97,blue,S,1,weekday,12pm - 6pm,12,644.8337931,0
16667,1.16,0.156244894,SEDAN,3,M,C,3,hybrid,158,84,gray,S,0,weekend,6am - 12pm,12,663.7739931,0
16668,0.81,0.306327274,SEDAN,4,F,D,1,petrol,173,79,black,M,1,weekday,12pm - 6pm,6,643.1843865,0
16669,0.95,0.162756775,HBACK,4,M,A,2,petrol,102,53,red,M,1,weekday,6am - 12pm,12,636.6815903,0
16670,0.55,0.428497224,SEDAN,4,F,A,2,petrol,130,57,white,S,0,weekday,6pm - 12am,12,648.4945774,0
16671,1.77,0.260665606,HBACK,1,F,A,4,petrol,72,62,yellow,M,1,weekday,12pm - 6pm,6,645.0115021,0
16672,5.19,0.147418104,STNWG,1,F,B,2,petrol,151,81,white,M,1,weekday,6am - 12pm,6,657.009067,0
16673,1.54,0.166216697,SEDAN,2,F,A,3,petrol,173,68,white,M,1,weekday,12am - 6 am,12,664.7234859,0
16674,1.58,0.228644553,SEDAN,2,F,A,5,electric,162,69,brown,M,0,weekday,12pm - 6pm,12,642.8039116,0
16675,1.37,0.015046255,HBACK,2,M,C,4,petrol,159,55,red,S,1,weekday,12pm - 6pm,12,644.3091508,0
16676,0.77,0.421150413,SEDAN,4,F,C,5,electric,173,28,white,S,1,weekday,12pm - 6pm,6,652.0649477,0
16677,2.81,0.195177127,STNWG,2,M,A,6,dissel,102,33,blue,S,1,weekend,12pm - 6pm,12,649.9516422,0
16678,1.49,0.412526434,SEDAN,3,M,C,4,petrol,196,62,black,M,0,weekday,12am - 6 am,6,638.5006632,0
16679,0.94,0.092890525,HDTOP,4,M,A,4,dissel,292,70,brown,S,1,weekend,6pm - 12am,12,679.252469,0
16680,2.27,0.088595278,STNWG,3,F,D,2,hybrid,106,53,green,S,1,weekday,6am - 12pm,6,645.7551397,0
16681,1.53,0.80387021,SEDAN,2,F,A,6,petrol,168,75,silver,M,1,weekday,12pm - 6pm,12,642.6882684,0
16682,2.68,0.209156731,STNWG,2,M,B,5,dissel,135,49,white,M,1,weekday,6am - 12pm,12,642.7714354,0
16683,1.01,0.331137446,HBACK,4,M,A,4,petrol,127,35,gray,M,0,weekday,6pm - 12am,12,653.4531222,0
16684,0.54,0.582384708,HBACK,4,M,C,4,petrol,118,55,red,M,1,weekday,6am - 12pm,12,644.5118284,0
16685,1.94,0.141045623,HBACK,2,M,B,3,hybrid,111,33,brown,M,1,weekday,12pm - 6pm,6,641.3528664,0
16686,2.33,0.351991053,SEDAN,1,F,E,4,petrol,167,70,gray,S,1,weekday,12pm - 6pm,12,642.5785439,0
16687,4.13,0.686753329,STNWG,2,M,A,5,petrol,166,77,gray,M,1,weekday,6pm - 12am,12,646.831076,0
16688,2.82,0.430040573,SEDAN,1,M,A,5,petrol,179,80,brown,S,1,weekday,12pm - 6pm,12,655.885848,0
16689,0.73,0.135501777,SEDAN,4,F,B,2,petrol,197,31,silver,S,1,weekday,12pm - 6pm,6,650.4489888,0
16690,0.77,0.946305736,HBACK,4,F,A,6,petrol,83,28,red,M,1,weekday,12pm - 6pm,12,653.2497472,1
16691,0.54,0.339334614,HBACK,4,F,C,2,electric,130,34,green,M,1,weekend,6am - 12pm,12,665.7454808,0
16692,1.39,0.07233295,HBACK,3,F,C,3,dissel,147,76,yellow,S,1,weekday,12pm - 6pm,12,651.9566717,0
16693,3.21,0.323957516,SEDAN,1,F,C,4,electric,148,99,yellow,M,1,weekday,6pm - 12am,6,642.8732936,0
16694,2.63,0.181730508,SEDAN,3,M,A,5,petrol,176,99,silver,S,1,weekday,6am - 12pm,12,641.7323125,0
16695,1.77,0.770864586,SEDAN,2,M,D,4,petrol,139,52,yellow,M,1,weekend,6pm - 12am,12,643.2454637,0
16696,0.91,0.622703394,SEDAN,4,M,B,4,petrol,151,68,red,M,0,weekday,6am - 12pm,12,651.8167422,0
16697,2.36,0.415965203,SEDAN,1,F,B,4,petrol,202,89,silver,S,1,weekend,6pm - 12am,12,651.7752292,0
16698,1.31,0.357288332,HBACK,1,F,C,3,dissel,159,85,yellow,S,1,weekend,12pm - 6pm,12,644.9316147,0
16699,1.25,0.921865816,SEDAN,3,M,C,1,petrol,161,60,yellow,S,1,weekday,6am - 12pm,12,652.2613021,1
16700,0.97,0.08904514,HBACK,3,F,A,4,petrol,86,98,black,S,1,weekday,12pm - 6pm,6,656.6741099,0
16701,2.28,0.159545771,SEDAN,2,F,B,2,electric,102,92,gray,S,1,weekday,6am - 12pm,6,649.763756,0
16702,3.14,0.089669642,STNWG,2,M,D,3,dissel,115,99,black,M,1,weekday,6am - 12pm,12,653.0085811,0
16703,0.85,0.323861964,HBACK,4,M,D,3,petrol,98,63,silver,M,1,weekday,6am - 12pm,6,669.9923198,0
16704,0.85,0.661186848,STNWG,4,M,C,3,petrol,101,71,blue,M,0,weekday,6am - 12pm,12,641.7907411,0
16705,1.46,0.786215084,HBACK,1,M,B,4,petrol,100,99,silver,M,0,weekday,6am - 12pm,12,643.6298657,0
16706,1.64,0.647753949,STNWG,2,F,B,3,hybrid,119,66,silver,S,1,weekday,12pm - 6pm,12,652.0356721,0
16707,0.76,0.145838146,HBACK,4,M,C,2,dissel,124,50,white,M,0,weekday,6pm - 12am,6,644.0165526,0
16708,2.54,0.897021318,UTE,3,M,C,1,hybrid,206,76,red,M,1,weekday,6am - 12pm,12,645.3955098,1
16709,1.58,0.456361513,HBACK,1,F,B,5,petrol,132,82,black,M,1,weekend,12pm - 6pm,12,663.9854415,0
16710,1.82,0.715604558,SEDAN,2,F,A,5,petrol,118,65,brown,S,0,weekday,6pm - 12am,12,648.8581035,0
16711,1.84,0.248332236,HBACK,2,F,D,4,hybrid,157,52,white,S,0,weekday,6am - 12pm,12,655.9593358,0
16712,1.21,0.327789144,HBACK,2,M,A,4,petrol,125,99,blue,M,0,weekday,6am - 12pm,6,659.7702921,0
16713,1.87,0.446215035,TRUCK,3,F,B,2,petrol,247,62,white,M,1,weekday,6am - 12pm,6,638.1477632,1
16714,0.83,0.96373874,UTE,4,M,B,2,dissel,267,15,black,M,0,weekday,12pm - 6pm,12,642.1584498,1
16715,3.95,0.258071419,STNWG,2,M,E,4,petrol,167,60,gray,M,1,weekday,12pm - 6pm,12,679.3349197,0
16716,1.48,0.125868765,HDTOP,4,M,A,3,petrol,256,81,gray,M,0,weekday,6am - 12pm,12,643.3417997,0
16717,1.73,0.184244324,HBACK,1,F,E,5,dissel,128,60,black,M,0,weekday,6pm - 12am,6,666.8655666,0
16718,3.59,0.986079236,HDTOP,3,F,D,1,hybrid,249,58,black,M,0,weekday,6am - 12pm,12,639.1374591,1
16719,3.17,0.518917305,SEDAN,4,M,C,5,petrol,122,87,silver,M,0,weekday,6am - 12pm,12,648.5825394,0
